polymer_smiles,solvent_smiles,T_K,volume_fraction,average_IP
*C(C#N)C*,CN(C)C=O,287,0,0.2
*CC(C)(C(=O)OC)*,CC(=O),298,0,0.48
*CC(C)(C(=O)OC)*,CC(=O),300,0,0.48
*CC(C)(C(=O)OC)*,c1ccccc1,289,0,0.47
*CC(C)(C(=O)OC)*,c1ccccc1,300,0,0.44
*CC(C)(C(=O)OC)*,CCCC(=O)CCC,275,0,0.496
*CC(C)(C(=O)OC)*,CCCC(=O)CCC,333,0,0.487
*CC(C)(C(=O)OC)*,CCCC(Cl),287,0,0.515
*CC(C)(C(=O)OC)*,CCCC(Cl),321,0,0.495
*CC(C)(C(=O)OC)*,C(Cl)(Cl)Cl,300,0,0.44
*CC(C)(C(=O)OC)*,C1CCOC1,300,0,0.42
*CC(C)(C(=O)OC)*,CCCC(=O)CCC,289,0,0.515
*CC(C)(C(=O)OC)*,CCCC(=O)CCC,335,0,0.49
*CC(C)(C(=O)OC)*,CC(C)CCOC(=O)C,293,0,0.524
*CC(C)(C(=O)OC)*,CC(C)CCOC(=O)C,333,0,0.499
*CC(C)(C(=O)OC)*,CCC(=O)CC,300,0,0.49
*CC(C)(C(=O)OC)*,C1COCCO1,298,0,0.494
*CC(C)(C(=O)OC)*,C1COCCO1,300,0,0.46
*CC(C)(C(=O)OC)*,C(c1ccccc1),300,0,0.45
*CC(C)(C(=O)OC)*,CC1=CC(=CC=C1)C,300,0,0.5
*C(OC)C*,F(c1ccccc1),313,1,0
*C(OC)C*,C(=C(Cl)Cl)(Cl)Cl,313,1,0.34
*C(OC)C*,CC(C)OC(C)C,313,1,0.76
*C(OC)C*,C1CCCC1,313,1,1.14
*C(OC)C*,C(=C(Cl)Cl)Cl,313,1,-0.26
*C(OC)C*,CCCOC(=O)C,313,1,0.25
*C(OC)C*,CCCO,313,1,0.9
*C(OC)C*,C1COCCO1,313,1,0.2
*C(OC)C*,C(Cl)Cl,313,1,-0.39
*C(OC)C*,C(Cl)(Cl)(Cl)Cl,313,1,0.06
*C(OC)C*,CCCCCCCC,313,1,1.16
*C(OC)C*,C(Cl)(Cl)Cl,313,1,-0.92
*C(OC)C*,CCCCCC,313,1,1.16
*C(OC)C*,CC(=O)C,313,1,0.75
*C(OC)C*,CCCCCCC,313,1,1.15
*C(OC)C*,CCC(=O)C,313,1,0.5
*C(OC)C*,C(c1ccccc1),313,1,0.14
*C(OC)C*,C(c1ccccc1),298,0.06,0.28
*C(OC)C*,C(c1ccccc1),298,0.15,0.26
*C(OC)C*,CC(c1ccccc1),298,0.06,0.29
*C(OC)C*,CC(c1ccccc1),298,0.16,0.27
*C(OC)C*,C1CCCCC1,313,1,1.16
*C(OC)C*,c1ccccc1,313,1,0.15
*CC(C)(C)*,CC(C)(C)C,298,1,0.82
*CC(C)(C)*,CC(C)(C)C,319,1,0.87
*CC(C)(C)*,CC(C)(C)C,308,0.8,0.82
*CC(C)(C)*,CCC(C)(C)C,296.5,0.71,0.49
*CC(C)(C)*,CCC(C)(C)C,296.5,0.85,0.46
*CC(C)(C)*,CCc1ccccc1,373,1,0.59
*CC(C)(C)*,C(C)CC,298,1,0.78
*CC(C)(C)*,C(C)CC,319,1,0.7
*CC(C)(C)*,CCC(C)C,308,1,0.65
*CC(C)(C)*,CCC(C)C,319,1,0.68
*CC(C)(C)*,CCC(C)C,298,0.8,0.65
*CC(C)(C)*,CCC(C)C,308,0.8,0.65
*CC(C)(C)*,CCl,373,1,0.91
*CC(C)(C)*,CCCCCCl,373,1,0.59
*CC(C)(C)*,CC(Cl)Cl,373,1,0.87
*CC(C)(C)*,COC(=O)C,373,1,1.55
*CC(C)(C)*,CC(Cl)(Cl)Cl,373,1,0.56
*CC(C)(C)*,CCCCCCCCCCC,373,1,0.48
*CC(C)(C)*,CCCC,298,1,0.66
*CC(C)(C)*,CCCC,373,1,0.65
*CC(C)(C)*,C1CCCCCC1,373,1,0.29
*CC(C)(C)*,C1CCCCCCC1,373,1,0.24
*CC(C)(C)*,CCCCCO,373,1,2.2
*CC(C)(C)*,CCC,308,1,0.61
*CC(C)(C)*,CCC,373,1,0.79
*CC(C)(C)*,CCCCCl,373,1,0.68
*CC(C)(C)*,C(CCl)Cl,373,1,1.13
*CC(C)(C)*,CCO,373,1,3.3
*CC(C)(C)*,CCCCO,373,1,2.45
*CC(C)(C)*,C1CCCC1,373,1,0.41
*CC(C)(C)*,C1CCCC1,296.5,0.79,0.32
*CC(C)(C)*,C1CCCC1,296.5,0.86,0.27
*CC(C)(C)*,C1CCOC1,373,1,0.68
*CC(C)(C)*,C(=C(Cl)Cl)Cl,373,1,0.54
*CC(C)(C)*,CCCOC(=O)C,373,1,1.19
*CC(C)(C)*,CCCCOC(=O)C,373,1,1.06
*CC(C)(C)*,CCCCCCCCC,298,1,0.49
*CC(C)(C)*,CCCCCCCCC,373,1,0.49
*CC(C)(C)*,CCCCCCCCCC,373,1,0.48
*CC(C)(C)*,Cl(c1ccccc1),373,1,0.7
*CC(C)(C)*,C1COCCO1,373,1,1.26
*CC(C)(C)*,C(Cl)Cl,373,1,1
*CC(C)(C)*,C(Cl)(Cl)(Cl)Cl,373,1,0.48
*CC(C)(C)*,CCCCCCCC,298,0.2,0.44
*CC(C)(C)*,CCCCCCCC,298,0.4,0.48
*CC(C)(C)*,CCCCCCCC,338,1,0.43
*CC(C)(C)*,CCCCCCCC,298,1,0.52
*CC(C)(C)*,CCCCCCCC,373,1,0.5
*CC(C)(C)*,CCOC(=O)C,373,1,1.35
*CC(C)(C)*,C(Cl)(Cl)Cl,373,1,0.78
*CC(C)(C)*,CCCCCC,298,1,0.65
*CC(C)(C)*,CCCCCC,338,1,0.5
*CC(C)(C)*,CCCCCC,373,1,0.56
*CC(C)(C)*,CCCCC,298,0,0.48
*CC(C)(C)*,CCCCC,298,1,0.75
*CC(C)(C)*,CCCCC,313,0,0.49
*CC(C)(C)*,CCCCC,308,0.4,0.62
*CC(C)(C)*,CCCCC,308,1,0.62
*CC(C)(C)*,CCCCC,338,1,0.57
*CC(C)(C)*,CCCCC,328,0.6,0.63
*CC(C)(C)*,CCCCC,328,0.8,0.63
*CC(C)(C)*,CCCCC,373,1,0.6
*CC(C)(C)*,CC(=O)C,373,1,1.9
*CC(C)(C)*,CCCCCCC,298,1,0.57
*CC(C)(C)*,CCCCCCC,338,1,0.47
*CC(C)(C)*,CCCCCCC,373,1,0.53
*CC(C)(C)*,CCC(=O)C,373,1,1.55
*CC(C)(C)*,C(c1ccccc1),373,1,0.6
*CC(C)(C)*,C1CCCCC1,281,0.2,0.437
*CC(C)(C)*,C1CCCCC1,298,1,0.55
*CC(C)(C)*,C1CCCCC1,338,1,0.4
*CC(C)(C)*,C1CCCCC1,303,0,0.44
*CC(C)(C)*,c1ccccc1,283,0.4,0.67
*CC(C)(C)*,c1ccccc1,283,0.8,0.92
*CC(C)(C)*,c1ccccc1,298,0,0.498
*CC(C)(C)*,c1ccccc1,298,1,1.06
*CC(C)(C)*,c1ccccc1,338,1,0.61
*CC(C)(C)*,c1ccccc1,300,0.6,0.73
*CC(C)(C)*,c1ccccc1,300,1,1.07
*CC(C)(C)*,c1ccccc1,303,0,0.495
*CC(C)(C)*,c1ccccc1,313,0.6,0.7
*CC(C)(C)*,c1ccccc1,313,0.8,0.8
*CC(C)(C)*,c1ccccc1,323,0,0.485
*CC(C)(C)*,c1ccccc1,323,0.2,0.583
*CC(C)(C)*,c1ccccc1,373,1,0.7
*CC(C)(C)*,c1ccccc1,310,1,1.18
*CC(C)(C)*,c1ccccc1,473,1,0.7
*CC(C)(C)*,CC(C)CC(C)(C)C,296.5,0.67,0.5
*CC(C)(C)*,CC(C)CC(C)(C)C,296.5,0.87,0.45
*CC(C)*,CCl,373,1,0.76
*CC(C)*,CCCCCCl,373,1,0.39
*CC(C)*,CC(Cl)Cl,373,1,0.7
*CC(C)*,COC(=O)C,373,1,1.37
*CC(C)*,CC(Cl)(Cl)Cl,373,1,0.37
*CC(C)*,CCCCCCCCCCC,373,1,0.17
*CC(C)*,CCCC,373,1,0.37
*CC(C)*,C1CCCCCC1,373,1,0.1
*CC(C)*,C1CCCCCCC1,373,1,0.06
*CC(C)*,CCCCCO,373,1,1.99
*CC(C)*,CCC,373,1,0.46
*CC(C)*,CCCCCl,373,1,0.48
*CC(C)*,C(CCl)Cl,373,1,0.97
*CC(C)*,CCO,373,1,3
*CC(C)*,CCCCO,373,1,2.23
*CC(C)*,C1CCCC1,373,1,0.21
*CC(C)*,C1CCOC1,373,1,0.55
*CC(C)*,C(=C(Cl)Cl)Cl,373,1,0.39
*CC(C)*,CCCOC(=O)C,373,1,0.96
*CC(C)*,CCCCOC(=O)C,373,1,0.84
*CC(C)*,CCCCCCCCC,373,1,0.2
*CC(C)*,CCCCCCCCCC,373,1,0.18
*CC(C)*,Cl(c1ccccc1),373,1,0.54
*CC(C)*,C1COCCO1,373,1,1.15
*CC(C)*,CC(c1ccccc1),373,1,0.4
*CC(C)*,C(Cl)Cl,373,1,0.86
*CC(C)*,C(Cl)(Cl)(Cl)Cl,373,1,0.29
*CC(C)*,CCCCCCCC,373,1,0.22
*CC(C)*,CCOC(=O)C,373,1,1.14
*CC(C)*,C(Cl)(Cl)Cl,373,1,0.61
*CC(C)*,CCCCCC,353,1,0.18
*CC(C)*,CCCCCC,373,1,0.28
*CC(C)*,CCCCC,373,1,0.35
*CC(C)*,CC(=O)C,373,1,1.72
*CC(C)*,CCCCCCC,373,1,0.24
*CC(C)*,CCC(=O)C,373,1,1.36
*CC(C)*,C(c1ccccc1),373,1,0.43
*CC(C)*,C1CCCCC1,298,0,0.42
*CC(C)*,c1ccccc1,298,0,0.498
*CC(C)*,c1ccccc1,373,1,0.51
*CC(c1ccc(cc1)Cl)*,CCCCOC(=O)C,303,0,0.448
*CC(c1ccc(cc1)Cl)*,Cl(c1ccccc1),303,0,0.465
*CC(c1ccc(cc1)Cl)*,C(c1ccccc1),295,0.2,0.55
*CC(c1ccc(cc1)Cl)*,C(c1ccccc1),303,0,0.489
*CC(c1ccccc1C)*,C(c1ccccc1),298,0.3,0.48
*CC(c1ccccc1C)*,C(c1ccccc1),298,0.7,0.65
*CC(c1ccccc1Cl)*,CCCCOC(=O)C,303,0,0.49
*CC(c1ccccc1Cl)*,Cl(c1ccccc1),303,0,0.472
*CC(c1ccccc1Cl)*,C(c1ccccc1),303,0,0.47
*CC(CC)*,CC(C)CC(C)C,388,1,0.4
*CC(CC)*,CCC(C)C(C)C,388,1,0.35
*CC(CC)*,CCC(CC)CC,388,1,0.34
*CC(CC)*,CC(C)CCC(C)C  ,388,1,0.36
*CC(CC)*,CCCCC(C)C,388,1,0.39
*CC(CC)*,CCCC(C)CC,388,1,0.38
*CC(CC)*,CC(C)CC(C)(C)C,388,1,0.35
*CC(CC)*,CCCCCCCCC,388,1,0.32
*CC(CC)*,CCCCCCCCCC,388,1,0.3
*CC(CC)*,CCCCCCCC,388,1,0.36
*CC(CC)*,CCCCCCC,388,1,0.38
*CC(CC)*,C(c1ccccc1),408,1,0.47
*CC(CC)*,C1CCCCC1,408,1,0.2
*CC(CC)*,c1ccccc1,408,1,0.49
*CC(Cl)*,CC=O,398,1,0.76
*CC(Cl)*,CC=O,413,1,0.69
*CC(Cl)*,C1CCC(=O)CC1,303,0,0.24
*CC(Cl)*,C1CCC(=O)CC1,342,0,0.264
*CC(Cl)*,CC[N+](=O)[O-],398,1,0.69
*CC(Cl)*,CC[N+](=O)[O-],413,1,0.61
*CC(Cl)*,CC#N,398,1,0.98
*CC(Cl)*,CC#N,413,1,0.92
*CC(Cl)*,CO,398,1,1.42
*CC(Cl)*,CO,413,1,1.24
*CC(Cl)*,C(CCl)Cl,398,1,0.55
*CC(Cl)*,C(CCl)Cl,413,1,0.49
*CC(Cl)*,C1COCCO1,287,0,0.518
*CC(Cl)*,C1COCCO1,350,0,0.454
*CC(Cl)*,C1COCCO1,398,1,0.18
*CC(Cl)*,C1COCCO1,413,1,0.13
*CC(Cl)*,C1CCOC1,398,1,0.43
*CC(Cl)*,C1CCOC1,413,1,0.34
*CC(Cl)*,CCCO,398,1,1.1
*CC(Cl)*,CCCO,413,1,0.97
*CC(Cl)*,C(Cl)Cl,393,1,1.63
*CC(Cl)*,C(Cl)(Cl)(Cl)Cl,393,1,1.14
*CC(Cl)*,CCOC(=O)C,393,1,0.94
*CC(Cl)*,C(Cl)(Cl)Cl,393,1,0.91
*CC(Cl)*,CCCCCC,393,1,2.1
*CC(Cl)*,CCCCC,393,1,1.7
*CC(Cl)*,CC(=O)C,393,1,0.77
*CC(Cl)*,CC(=O)C,413,1,0.53
*CC(Cl)*,CCCCCCC,393,1,2
*CC(Cl)*,CCCCCCC,398,1,1.64
*CC(Cl)*,CCCCCCC,413,1,1.54
*CC(Cl)*,CCC(=O)C,273,0,0.492
*CC(Cl)*,CCC(=O)C,323,0,0.413
*CC(Cl)*,CCC(=O)C,393,1,0.59
*CC(Cl)*,C(c1ccccc1),398,1,0.45
*CC(Cl)*,C(c1ccccc1),413,1,0.41
*CC(Cl)*,C1CCCCC1,398,1,1.21
*CC(Cl)*,C1CCCCC1,413,1,1.09
*CC(Cl)*,c1ccccc1,393,1,0.75
*CC(Cl)*,c1ccccc1,398,1,0.41
*CC(Cl)*,c1ccccc1,413,1,0.37
*CC(O)*,O,303,0,0.494
*CC(OC(Cl)C)*,CCl,373,1,0.36
*CC(OC(Cl)C)*,CCCCCCl,373,1,0.65
*CC(OC(Cl)C)*,CC(Cl)Cl,373,1,0.33
*CC(OC(Cl)C)*,COC(=O)C,373,1,0.39
*CC(OC(Cl)C)*,CC(Cl)(Cl)Cl,373,1,0.46
*CC(OC(Cl)C)*,CCCCCCCCCCC,373,1,2.24
*CC(OC(Cl)C)*,CCCC,373,1,1.65
*CC(OC(Cl)C)*,C1CCCCCC1,373,1,1.19
*CC(OC(Cl)C)*,C1CCCCCCC1,373,1,1.2
*CC(OC(Cl)C)*,CCCCCO,373,1,1.03
*CC(OC(Cl)C)*,CCC,373,1,1.71
*CC(OC(Cl)C)*,CCCCCl,373,1,0.62
*CC(OC(Cl)C)*,C(CCl)Cl,373,1,0.2
*CC(OC(Cl)C)*,CCO,373,1,1.58
*CC(OC(Cl)C)*,CCCCO,373,1,1.12
*CC(OC(Cl)C)*,C1CCCC1,373,1,1.16
*CC(OC(Cl)C)*,C1CCOC1,373,1,0.01
*CC(OC(Cl)C)*,C(=C(Cl)Cl)Cl,373,1,0.53
*CC(OC(Cl)C)*,CCCOC(=O)C,373,1,0.33
*CC(OC(Cl)C)*,CCCCOC(=O)C,373,1,0.36
*CC(OC(Cl)C)*,CCCCCCCCC,373,1,1.99
*CC(OC(Cl)C)*,CCCO,373,1,1.22
*CC(OC(Cl)C)*,CCCCCCCCCC,373,1,2.12
*CC(OC(Cl)C)*,Cl(c1ccccc1),373,1,0.24
*CC(OC(Cl)C)*,C1COCCO1,373,1,0.04
*CC(OC(Cl)C)*,CC(c1ccccc1),373,1,0.44
*CC(OC(Cl)C)*,C(Cl)Cl,373,1,0.18
*CC(OC(Cl)C)*,C(Cl)(Cl)(Cl)Cl,373,1,0.69
*CC(OC(Cl)C)*,CCCCCCCC,373,1,1.89
*CC(OC(Cl)C)*,CCOC(=O)C,373,1,0.35
*CC(OC(Cl)C)*,C(Cl)(Cl)Cl,373,1,0.25
*CC(OC(Cl)C)*,CCCCCC,373,1,1.72
*CC(OC(Cl)C)*,CCCCC,373,1,1.64
*CC(OC(Cl)C)*,CC(=O)C,373,1,0.28
*CC(OC(Cl)C)*,CCCCCCC,373,1,1.79
*CC(OC(Cl)C)*,CCC(=O)C,373,1,0.2
*CC(OC(Cl)C)*,C(c1ccccc1),373,1,0.31
*CC(OC(Cl)C)*,c1ccccc1,373,1,0.25
*CC/C=C(/C)\*,C1CCCCC1,293,0,0.31
*CC/C=C(/C)\*,C1CCCCC1,293,0.2,0.31
*CC/C=C(/C)\*,C1CCCCC1,296.5,0.64,0.29
*CC/C=C(/C)\*,C1CCCCC1,296.5,0.84,0.21
*CC/C=C(/C)\*,CCCC(C)C,298,1,0.56
*CC/C=C(/C)\*,CCCC(C)C,328,1,0.52
*CC/C=C(/C)\*,CCCCCC(C)C,298,1,0.5
*CC/C=C(/C)\*,CCCCCC(C)C,328,1,0.47
*CC/C=C(/C)\*,CCCCC(C)C,298,1,0.51
*CC/C=C(/C)\*,CCCCC(C)C,328,1,0.51
*CC/C=C(/C)\*,CC(C)CC(C)(C)C,298,1,0.49
*CC/C=C(/C)\*,CC(C)CC(C)(C)C,328,1,0.46
*CC/C=C(/C)\*,CC1=CC=C(C=C1)C,298,1,0.27
*CC/C=C(/C)\*,CC(c1ccccc1),298,1,0.34
*CC/C=C(/C)\*,CC(c1ccccc1),328,1,0.3
*CC/C=C(/C)\*,CCCCCC,298,1,0.54
*CC/C=C(/C)\*,CCCCCC,328,1,0.5
*CC/C=C(/C)\*,CCCCC,298,1,0.61
*CC/C=C(/C)\*,CCCCC,328,1,0.53
*CC/C=C(/C)\*,CC(=O)C,273,1,2.1
*CC/C=C(/C)\*,CC(=O)C,298,0.8,1.27
*CC/C=C(/C)\*,CC(=O)C,298,1,1.8
*CC/C=C(/C)\*,CCCCCCC,298,1,0.5
*CC/C=C(/C)\*,CCCCCCC,328,1,0.5
*CC/C=C(/C)\*,CCCCCCC,296.5,0.68,0.37
*CC/C=C(/C)\*,CCCCCCC,296.5,0.84,0.29
*CC/C=C(/C)\*,CCC(=O)C,298,0.6,0.86
*CC/C=C(/C)\*,CCC(=O)C,298,1,1.43
*CC/C=C(/C)\*,CCC(=O)C,318,0.6,0.83
*CC/C=C(/C)\*,CCC(=O)C,318,1,1.2
*CC/C=C(/C)\*,C(c1ccccc1),298,1,0.36
*CC/C=C(/C)\*,C(c1ccccc1),328,1,0.32
*CC/C=C(/C)\*,c1ccccc1,283,0.6,0.42
*CC/C=C(/C)\*,c1ccccc1,283,0.8,0.42
*CC/C=C(/C)\*,c1ccccc1,298,0,0.4
*CC/C=C(/C)\*,c1ccccc1,328,1,0.43
*CC/C=C(/C)\*,c1ccccc1,296.5,0.69,0.33
*CC/C=C(/C)\*,c1ccccc1,296.5,0.86,0.28
*CC/C=C(/C)\*,c1ccccc1,313,0.8,0.41
*CC/C=C(/C)\*,C(Cl)(Cl)(Cl)Cl,296.5,0.69,0.14
*CC/C=C(/C)\*,C(Cl)(Cl)(Cl)Cl,296.5,0.84,0.02
*CC/C=C(/C)\*,C(Cl)(Cl)Cl,296.5,0.66,0.19
*CC/C=C(/C)\*,C(Cl)(Cl)Cl,296.5,0.85,-0.01
*CC/C=C(/C)\*,C(Cl)Cl,296.5,0.69,0.54
*CC/C=C(/C)\*,C(Cl)Cl,296.5,0.89,0.51
*CC/C=C(/C)\*,CCOC(=O)C,298,1,1.24
*CC/C=C(/C)\*,CCOC(=O)C,323,1,1
*CC/C=C(/C)\*,CCCCCCCC,328,1,0.46
*CC=C(Cl)C*,CCl,373,1,0.52
*CC=C(Cl)C*,CCCCCCl,373,1,0.33
*CC=C(Cl)C*,CC(Cl)Cl,373,1,0.37
*CC=C(Cl)C*,COC(=O)C,373,1,0.81
*CC=C(Cl)C*,CC(Cl)(Cl)Cl,373,1,0.21
*CC=C(Cl)C*,CCCCCCCCCCC,373,1,0.96
*CC=C(Cl)C*,CCCC,373,1,0.99
*CC=C(Cl)C*,C1CCCCCC1,373,1,0.45
*CC=C(Cl)C*,C1CCCCCCC1,373,1,0.4
*CC=C(Cl)C*,CCCCCO,373,1,1.41
*CC=C(Cl)C*,CCC,373,1,1.36
*CC=C(Cl)C*,CCCCCl,373,1,0.39
*CC=C(Cl)C*,C(CCl)Cl,373,1,0.48
*CC=C(Cl)C*,CCO,373,1,2.27
*CC=C(Cl)C*,CCCCO,373,1,1.61
*CC=C(Cl)C*,C1CCCC1,373,1,0.55
*CC=C(Cl)C*,C1CCOC1,373,1,0.06
*CC=C(Cl)C*,C(=C(Cl)Cl)Cl,373,1,0.24
*CC=C(Cl)C*,CCCOC(=O)C,373,1,0.51
*CC=C(Cl)C*,CCCCOC(=O)C,373,1,0.44
*CC=C(Cl)C*,CCCCCCCCC,373,1,0.92
*CC=C(Cl)C*,CCCO,373,1,1.83
*CC=C(Cl)C*,CCCCCCCCCC,373,1,0.94
*CC=C(Cl)C*,Cl(c1ccccc1),373,1,0.1
*CC=C(Cl)C*,C1COCCO1,373,1,0.46
*CC=C(Cl)C*,CC(c1ccccc1),373,1,0.16
*CC=C(Cl)C*,C(Cl)Cl,373,1,0.43
*CC=C(Cl)C*,C(Cl)(Cl)(Cl)Cl,373,1,0.23
*CC=C(Cl)C*,CCCCCCCC,373,1,0.9
*CC=C(Cl)C*,CCOC(=O)C,373,1,0.64
*CC=C(Cl)C*,C(Cl)(Cl)Cl,373,1,0.28
*CC=C(Cl)C*,CCCCCC,373,1,0.91
*CC=C(Cl)C*,CCCCC,373,1,0.96
*CC=C(Cl)C*,CC(=O)C,373,1,0.87
*CC=C(Cl)C*,CCCCCCC,373,1,0.88
*CC=C(Cl)C*,CCC(=O)C,373,1,0.61
*CC=C(Cl)C*,C(c1ccccc1),373,1,0.14
*CC=C(Cl)C*,c1ccccc1,373,1,0.18
*CCCCC(=O)O*,C(Cl)Cl,393,1,0.86
*CCCCC(=O)O*,C(Cl)(Cl)(Cl)Cl,393,1,0.61
*CCCCC(=O)O*,CCOC(=O)C,393,1,0.54
*CCCCC(=O)O*,C(Cl)(Cl)Cl,393,1,-0.02
*CCCCC(=O)O*,CCCCCC,393,1,1.6
*CCCCC(=O)O*,CCCCC,393,1,1.5
*CCCCC(=O)O*,CC(=O)C,393,1,0.64
*CCCCC(=O)O*,CCCCCCC,393,1,1.6
*CCCCC(=O)O*,CCC(=O)C,393,1,0.43
*CCCCC(=O)O*,c1ccccc1,393,1,0.34
*CCCCCC(=O)O*,CCl,373,1,0.16
*CCCCCC(=O)O*,CCCCCCl,373,1,0.33
*CCCCCC(=O)O*,CC(Cl)Cl,373,1,-0.04
*CCCCCC(=O)O*,COC(=O)C,343,1,0.35
*CCCCCC(=O)O*,COC(=O)C,413,1,0.32
*CCCCCC(=O)O*,COC(=O)C,373,1,0.39
*CCCCCC(=O)O*,CC(Cl)(Cl)Cl,373,1,0.07
*CCCCCC(=O)O*,CCCCCCCCCCC,373,1,1.52
*CCCCCC(=O)O*,CCCC,373,1,1.22
*CCCCCC(=O)O*,C1CCCCCC1,373,1,0.83
*CCCCCC(=O)O*,C1CCCCCCC1,373,1,0.83
*CCCCCC(=O)O*,CCCCCO,373,1,0.46
*CCCCCC(=O)O*,CCC,373,1,1.21
*CCCCCC(=O)O*,CCCCCl,373,1,0.33
*CCCCCC(=O)O*,C(CCl)Cl,373,1,-0.14
*CCCCCC(=O)O*,CCO,373,1,1.01
*CCCCCC(=O)O*,CCCCO,373,1,0.59
*CCCCCC(=O)O*,C1CCCC1,373,1,0.82
*CCCCCC(=O)O*,C1CCOC1,373,1,0.13
*CCCCCC(=O)O*,C(=C(Cl)Cl)Cl,373,1,0.02
*CCCCCC(=O)O*,CCCOC(=O)C,343,1,0.29
*CCCCCC(=O)O*,CCCOC(=O)C,413,1,0.24
*CCCCCC(=O)O*,CCCOC(=O)C,373,1,0.39
*CCCCCC(=O)O*,CCCCOC(=O)C,373,1,0.31
*CCCCCC(=O)O*,CCCCOC(=O)C,343,1,0.21
*CCCCCC(=O)O*,CCCCOC(=O)C,413,1,0.26
*CCCCCC(=O)O*,CCCCCCCCC,373,1,1.37
*CCCCCC(=O)O*,CCCO,373,1,0.72
*CCCCCC(=O)O*,CCCCCCCCCC,373,1,1.44
*CCCCCC(=O)O*,Cl(c1ccccc1),373,1,-0.08
*CCCCCC(=O)O*,Cl(c1ccccc1),353,1,-0.18
*CCCCCC(=O)O*,Cl(c1ccccc1),413,1,-0.06
*CCCCCC(=O)O*,C1COCCO1,373,1,0.13
*CCCCCC(=O)O*,CC(c1ccccc1),373,1,0.16
*CCCCCC(=O)O*,CC(c1ccccc1),343,1,0.1
*CCCCCC(=O)O*,CC(c1ccccc1),413,1,0.14
*CCCCCC(=O)O*,C(Cl)Cl,373,1,-0.26
*CCCCCC(=O)O*,C(Cl)(Cl)(Cl)Cl,373,1,0.25
*CCCCCC(=O)O*,C(Cl)(Cl)(Cl)Cl,393,1,0.37
*CCCCCC(=O)O*,CCCCCCCC,373,1,1.3
*CCCCCC(=O)O*,CCOC(=O)C,373,1,0.36
*CCCCCC(=O)O*,CCOC(=O)C,393,1,0.42
*CCCCCC(=O)O*,CCOC(=O)C,343,1,0.42
*CCCCCC(=O)O*,CCOC(=O)C,413,1,0.29
*CCCCCC(=O)O*,CCCC(C)OC(=O)C,343,1,0.4
*CCCCCC(=O)O*,CCCC(C)OC(=O)C,413,1,0.28
*CCCCCC(=O)O*,CCC(c1ccccc1),363,1,0.2
*CCCCCC(=O)O*,CCC(c1ccccc1),413,1,0.19
*CCCCCC(=O)O*,CC(c1ccccc1)C,353,1,0.1
*CCCCCC(=O)O*,CC(c1ccccc1)C,413,1,0.13
*CCCCCC(=O)O*,C(Cl)(Cl)Cl,373,1,-0.4
*CCCCCC(=O)O*,C(Cl)(Cl)Cl,393,1,-0.22
*CCCCCC(=O)O*,CCCCCC,373,1,1.2
*CCCCCC(=O)O*,CCCCC,373,1,1.2
*CCCCCC(=O)O*,CC(=O)C,373,1,0.46
*CCCCCC(=O)O*,CC(=O)C,393,1,0.54
*CCCCCC(=O)O*,CCCCCCC,373,1,1.2
*CCCCCC(=O)O*,CCC(=O)C,373,1,0.36
*CCCCCC(=O)O*,CCC(=O)C,393,1,0.45
*CCCCCC(=O)O*,C(c1ccccc1),373,1,0.08
*CCCCCC(=O)O*,C(c1ccccc1),343,1,-0.01
*CCCCCC(=O)O*,C(c1ccccc1),413,1,0.07
*CCCCCC(=O)O*,c1ccccc1,373,1,0.06
*CCCCCC(=O)O*,c1ccccc1,393,1,0.11
*CCCCCC(=O)O*,c1ccccc1,343,1,-0.04
*CCCCCC(=O)O*,c1ccccc1,413,1,0.01
*CCCCO*,CCl,373,1,0.19
*CCCCO*,CCCCCCl,373,1,0.18
*CCCCO*,CC(Cl)Cl,373,1,0
*CCCCO*,COC(=O)C,373,1,0.58
*CCCCO*,CC(Cl)(Cl)Cl,373,1,-0.02
*CCCCO*,CCCCCCCCCCC,373,1,0.83
*CCCCO*,CCCC,373,1,0.76
*CCCCO*,C1CCCCCC1,373,1,0.41
*CCCCO*,C1CCCCCCC1,373,1,0.4
*CCCCO*,CCCCCO,373,1,0.37
*CCCCO*,CCC,373,1,0.9
*CCCCO*,CCCCCl,373,1,0.22
*CCCCO*,C(CCl)Cl,373,1,0.05
*CCCCO*,CCO,373,1,1.08
*CCCCO*,CCCCO,373,1,0.54
*CCCCO*,C1CCCC1,373,1,0.45
*CCCCO*,C1CCOC1,373,1,0.13
*CCCCO*,C(=C(Cl)Cl)Cl,373,1,-0.06
*CCCCO*,CCCOC(=O)C,373,1,0.36
*CCCCO*,CCCCOC(=O)C,373,1,0.3
*CCCCO*,CCCCCCCCC,373,1,0.78
*CCCCO*,CCCO,373,1,0.71
*CCCCO*,CCCCCCCCCC,373,1,0.8
*CCCCO*,Cl(c1ccccc1),373,1,-0.09
*CCCCO*,C1COCCO1,373,1,0.39
*CCCCO*,CC(c1ccccc1),373,1,0.07
*CCCCO*,C(Cl)Cl,373,1,-0.12
*CCCCO*,C(Cl)(Cl)(Cl)Cl,373,1,0.1
*CCCCO*,CCCCCCCC,373,1,0.75
*CCCCO*,CCOC(=O)C,373,1,0.45
*CCCCO*,C(Cl)(Cl)Cl,373,1,-0.38
*CCCCO*,CCCCCC,373,1,0.74
