polymer_smiles,solvent_smiles,T_K,volume_fraction,average_IP
*CC(c1ccccc1)*,CCCCCCCCCCCCCC,476,1,1.08
*CC(c1ccccc1)*,C1CCOC1,435,1,0.7
*CC(c1ccccc1)*,C1CCOC1,502,1,-0.16
*CC(c1ccccc1)*,C1CCC2=CC=CC=C2C1,456,1,0.2
*CC(c1ccccc1)*,C1CCC2=CC=CC=C2C1,476,1,0.2
*CC(c1ccccc1)*,CCC(C)(C)C(C)(C)CC,433,1,0.9
*CC(c1ccccc1)*,CCC(C)(C)C(C)(C)CC,453,1,0.76
*CC(c1ccccc1)*,C(c1ccccc1),295,0.2,0.4
*CC(c1ccccc1)*,C(c1ccccc1),295,0.6,0.4
*CC(c1ccccc1)*,C(c1ccccc1),298,0.4,0.42
*CC(c1ccccc1)*,C(c1ccccc1),300,0,0.437
*CC(c1ccccc1)*,C(c1ccccc1),313,0,0.482
*CC(c1ccccc1)*,C(c1ccccc1),313,1,0.19
*CC(c1ccccc1)*,C(c1ccccc1),318,0,0.41
*CC(c1ccccc1)*,C(c1ccccc1),318,0.3,0.37
*CC(c1ccccc1)*,C(c1ccccc1),333,0.8,0.32
*CC(c1ccccc1)*,C(c1ccccc1),341,0.4,0.452
*CC(c1ccccc1)*,C(c1ccccc1),353,0.6,0.4
*CC(c1ccccc1)*,C(c1ccccc1),353,1,0.35
*CC(c1ccccc1)*,C(c1ccccc1),435,1,0.67
*CC(c1ccccc1)*,C(c1ccccc1),502,1,0.04
*CC(c1ccccc1)*,C(c1ccccc1),296.5,0.66,0.34
*CC(c1ccccc1)*,C(c1ccccc1),296.5,0.83,0.22
*CC(c1ccccc1)*,C(c1ccccc1),298,0.03,0.43
*CC(c1ccccc1)*,C(c1ccccc1),298,0.34,0.4
*CC(c1ccccc1)*,C(c1ccccc1),298,0.07,0.4
*CC(c1ccccc1)*,C(c1ccccc1),313,0.06,0.42
*CC(c1ccccc1)*,C(c1ccccc1),313,0.18,0.42
*CC(c1ccccc1)*,C(c1ccccc1),410.6,1,0.32
*CC(c1ccccc1)*,C(=C(Cl)Cl)C,313,1,0.19
*CC(c1ccccc1)*,C(=C(Cl)Cl)C,435,1,0.69
*CC(c1ccccc1)*,C(=C(Cl)Cl)C,502,1,0.12
*CC(c1ccccc1)*,CC(C)CC(C)(C)C,435,1,1.72
*CC(c1ccccc1)*,CC(C)CC(C)(C)C,502,1,0.35
*CC(c1ccccc1)*,O,435,1,4.4
*CC(c1ccccc1)*,O,502,1,3.1
*CC(c1ccccc1)*,Cc1ccccc1C,435,1,0.72
*CC(c1ccccc1)*,Cc1ccccc1C,502,1,0.26
*C(OC(=O)C)C*,CC=O,398,1,0.35
*C(OC(=O)C)C*,CC=O,413,1,0.32
*C(OC(=O)C)C*,CC(=O)C,298,0,0.4
*C(OC(=O)C)C*,CC(=O)C,302,0.8,0.4
*C(OC(=O)C)C*,CC(=O)C,313,1,0.34
*C(OC(=O)C)C*,CC(=O)C,323,1,0.39
*C(OC(=O)C)C*,CC(=O)C,373,1,0.32
*C(OC(=O)C)C*,CC(=O)C,413,1,0.21
*C(OC(=O)C)C*,CC#N,398,1,0.54
*C(OC(=O)C)C*,CC#N,413,1,0.49
*C(OC(=O)C)C*,C=CCCl,313,1,0.27
*C(OC(=O)C)C*,c1ccccc1,278,0.2,0.46
*C(OC(=O)C)C*,c1ccccc1,293,0,0.42
*C(OC(=O)C)C*,c1ccccc1,303,0.4,0.45
*C(OC(=O)C)C*,c1ccccc1,303,0.8,0.29
*C(OC(=O)C)C*,c1ccccc1,308,0,0.51
*C(OC(=O)C)C*,c1ccccc1,335,0,0.42
*C(OC(=O)C)C*,c1ccccc1,303,1,0.3
*C(OC(=O)C)C*,c1ccccc1,323,1,0.26
*C(OC(=O)C)C*,c1ccccc1,353,1,0.44
*C(OC(=O)C)C*,c1ccccc1,413,1,0.25
*C(OC(=O)C)C*,c1ccccc1,398,1,0.37
*C(OC(=O)C)C*,c1ccccc1,418,1,0.32
*C(OC(=O)C)C*,CCCC,373,1,1.97
*C(OC(=O)C)C*,CCCCO,373,1,0.62
*C(OC(=O)C)C*,CCCCO,408,1,0.38
*C(OC(=O)C)C*,CCC(O)C,408,1,0.31
*C(OC(=O)C)C*,CCC(=O)C,283,0,0.43
*C(OC(=O)C)C*,CCC(=O)C,318,0,0.43
*C(OC(=O)C)C*,CCC(=O)C,373,1,0.34
*C(OC(=O)C)C*,CCC(=O)C,413,1,0.2
*C(OC(=O)C)C*,CCCCOC(=O)C,373,1,0.51
*C(OC(=O)C)C*,CCCC(c1ccccc1),398,1,0.95
*C(OC(=O)C)C*,CCCC(c1ccccc1),418,1,0.88
*C(OC(=O)C)C*,CCCC(C1CCCCC1),398,1,1.9
*C(OC(=O)C)C*,CCCC(C1CCCCC1),418,1,1.75
*C(OC(=O)C)C*,C(Cl)(Cl)(Cl)Cl,363,1,0.85
*C(OC(=O)C)C*,C(Cl)(Cl)(Cl)Cl,408,1,0.63
*C(OC(=O)C)C*,Cl(c1ccccc1),373,1,0.28
*C(OC(=O)C)C*,Cl(c1ccccc1),408,1,0.33
*C(OC(=O)C)C*,CCCC(Cl),373,1,0.73
*C(OC(=O)C)C*,CCCC(Cl),408,1,0.66
*C(OC(=O)C)C*,C(Cl)(Cl)Cl,353,1,-0.17
*C(OC(=O)C)C*,C(Cl)(Cl)Cl,408,1,-0.09
*C(OC(=O)C)C*,CCl,373,1,0.25
*C(OC(=O)C)C*,CCCCCCl,373,1,0.82
*C(OC(=O)C)C*,CCCCl,313,1,0.75
*C(OC(=O)C)C*,C1CCCCCC1,373,1,1.63
*C(OC(=O)C)C*,C1CCCCC1,373,1,1.65
*C(OC(=O)C)C*,C1CCCCC1,413,1,1.16
*C(OC(=O)C)C*,C1CCC=CC1,373,1,1.18
*C(OC(=O)C)C*,C1CCC(CC1)O,408,1,0.44
*C(OC(=O)C)C*,C1CCCCCCC1,373,1,1.67
*C(OC(=O)C)C*,C1CCCC1,373,1,1.53
*C(OC(=O)C)C*,C1CCC2CCCCC2C1,398,1,1.65
*C(OC(=O)C)C*,C1CCC2CCCCC2C1,418,1,1.5
*C(OC(=O)C)C*,CCCCCCCCCC,373,1,2.5
*C(OC(=O)C)C*,CCCCCCCCCC,418,1,2.01
*C(OC(=O)C)C*,CCCCCCCCCCO,408,1,0.81
*C(OC(=O)C)C*,CC(Cl)Cl,373,1,0.19
*C(OC(=O)C)C*,C(Cl)C(Cl),373,1,-0.04
*C(OC(=O)C)C*,C(Cl)C(Cl),413,1,0
*C(OC(=O)C)C*,C(Cl)Cl,373,1,-0.14
*C(OC(=O)C)C*,COC(=O)C1=CC=CC=C1C(=O)OC,298,0,0.4
*C(OC(=O)C)C*,C1COCCO1,298,0,0.407
*C(OC(=O)C)C*,C1COCCO1,373,1,0.17
*C(OC(=O)C)C*,C1COCCO1,413,1,0.03
*C(OC(=O)C)C*,CCCCCCCCCCCC,398,1,2.48
*C(OC(=O)C)C*,CCCCCCCCCCCC,418,1,2.27
*C(OC(=O)C)C*,CCO,323,0,0.47
*C(OC(=O)C)C*,CCO,373,1,0.8
*C(OC(=O)C)C*,CCOC(=O)C,293,0,0.415
*C(OC(=O)C)C*,CCOC(=O)C,373,1,0.36
*C(OC(=O)C)C*,CC(c1ccccc1),373,1,0.66
*C(OC(=O)C)C*,CC(c1ccccc1),408,1,0.58
*C(OC(=O)C)C*,CCCCCCC,373,1,2.14
*C(OC(=O)C)C*,CCCCCCC,393,1,1.63
*C(OC(=O)C)C*,CCCCCCCO,408,1,0.55
*C(OC(=O)C)C*,CCCCCC,373,1,2.06
*C(OC(=O)C)C*,CCCCCC,393,1,1.71
*C(OC(=O)C)C*,CCCCCCO,408,1,0.49
*C(OC(=O)C)C*,CC(C)N,313,1,0.66
*C(OC(=O)C)C*,CO,398,1,0.77
*C(OC(=O)C)C*,CO,413,1,0.73
*C(OC(=O)C)C*,COC(=O)C,373,1,0.3
*C(OC(=O)C)C*,CC(C)(C)O,408,1,0.3
*C(OC(=O)C)C*,CC[N+](=O)[O-],398,1,0.14
*C(OC(=O)C)C*,CC[N+](=O)[O-],422,1,0.19
*C(OC(=O)C)C*,CCCCCCCCC,373,1,2.38
*C(OC(=O)C)C*,CCCCCCCCC,418,1,1.88
*C(OC(=O)C)C*,CCCCCCCC,363,1,2.3
*C(OC(=O)C)C*,CCCCCCCC,393,1,1.94
*C(OC(=O)C)C*,CCCCCCCCO,408,1,0.65
*C(OC(=O)C)C*,C=CCCCCCC,408,1,1.55
*C(OC(=O)C)C*,CCCCC,373,1,2.06
*C(OC(=O)C)C*,CCCCCO,373,1,0.59
*C(OC(=O)C)C*,CCCCCO,408,1,0.41
*C(OC(=O)C)C*,CCCC(=O)C,408,1,0.38
*C(OC(=O)C)C*,CCC,373,1,3.2
*C(OC(=O)C)C*,CCCO,303,1,1.3
*C(OC(=O)C)C*,CCCO,323,1,1
*C(OC(=O)C)C*,CCCO,373,1,0.64
*C(OC(=O)C)C*,CCCO,408,1,0.38
*C(OC(=O)C)C*,CC(O)C,398,1,0.44
*C(OC(=O)C)C*,CC(O)C,413,1,0.35
*C(OC(=O)C)C*,CCCOC(=O)C,373,1,0.42
*C(OC(=O)C)C*,CCCN,313,1,0.61
*C(OC(=O)C)C*,C1CCOC1,373,1,0.3
*C(OC(=O)C)C*,C1CCOC1,413,1,0.14
*C(OC(=O)C)C*,C1CCC2=CC=CC=C2C1,398,1,0.83
*C(OC(=O)C)C*,C1CCC2=CC=CC=C2C1,418,1,0.77
*C(OC(=O)C)C*,CCC(C)(C)C(C)(C)CC,398,1,1.72
*C(OC(=O)C)C*,CCC(C)(C)C(C)(C)CC,418,1,1.56
*C(OC(=O)C)C*,C(c1ccccc1),353,1,0.56
*C(OC(=O)C)C*,C(c1ccccc1),413,1,0.4
*C(OC(=O)C)C*,C(C(CCl)Cl)Cl,288,0,0.38
*C(OC(=O)C)C*,C(C(CCl)Cl)Cl,323,0,0.38
*C(OC(=O)C)C*,CC(C)CC(C)(C)C,373,1,2.17
*C(OC(=O)C)C*,CC(C)CC(C)(C)C,393,1,1.86
*C(OC(=O)C)C*,CCCCCCCCCCC,373,1,2.7
*C(OC(=O)C)C*,CCCCCCCCCCC,418,1,2.14
*C(OC(=O)C)C*,CC(=O)OC=C,303,0.4,0.41
*C(OC(=O)C)C*,CC(=O)OC=C,303,0.8,0.22
*C(OC(=O)C)C*,O,313,1,2.5
*C(N1CCCC1=O)C*,O,298,0.06,0.48
*C*,CC(C)CCC(C)C,422,1,0.4
*C*,CCC1=CC=CC=C1,422,1,0.37
*C*,CC1=CC(=CC(=C1)C)C,422,1,0.28
*C*,CCCCC(C)CC,422,1,0.4
*C*,CC1=CC=CC=C1,422,1,0.39
*C*,CCCC(C)CC(C)(C)C,422,1,0.4
*C*,O(c1ccccc1),408,1,1.5
*C*,C1CC=C2CC=CC=C2C1,393,1,0.28
*C*,C1CCC(CC1)O,408,1,1.22
*C*,CCC(C)CC(C)C,393,1,0.33
*C*,CCC(C)C(C)CC,393,1,0.25
*C*,CCCCCCC=C,408,1,0.31
*C*,CCCC(=O)C,408,1,0.88
*C*,CCC(C)CC(C)(C)C,393,1,0.28
*C*,CC(C)CCC(C)C  ,393,1,0.35
*C*,Cc1cc(cc(c1)C)C,393,1,0.24
*C*,CC(C)CCC(C)C  ,422,1,0.4
*C*,Cc1cc(cc(c1)C)C,422,1,0.28
*C*,CC1=CC(=CC=C1)C,393,1,0.29
*C*,C1CCC2=CC=CC=C2C1,378,0,0.495
*C*,CCCC(C)CC,422,1,0.4
*C*,CCCCCCCCCCCC,383,1,0.18
*C*,CCCCCCCCCCCC,393,1,0.24
*C*,CC(C)CC(C)(C)C,393,1,0.34
*C*,CC(C)CC(C)(C)C,422,1,0.4
*C*,CC1=CC=C(C=C1)C,354,0,0.45
*C*,CC1=CC=C(C=C1)C,393,1,0.28
*C*,CC1=CC=C(C=C1)C,346,0,0.49
*C*,CCCCCl,408,1,0.44
*C*,CCCCO,408,1,1.38
*C*,CCCCCCCCC,393,1,0.28
*C*,Cl(c1ccccc1),408,1,0.34
*C*,CC(c1ccccc1),393,1,0.33
*C*,CC(c1ccccc1),422,1,0.37
*C*,C(Cl)(Cl)(Cl)Cl,408,1,0.24
*C*,CCCCCCCC,393,1,0.3
*C*,C(Cl)(Cl)Cl,408,1,0.41
*C*,CCCCCCC,382,0.2,0.29
*C*,CCCCCCC,382,0.6,0.34
*C*,C(c1ccccc1),393,1,0.34
*C*,C(c1ccccc1),422,1,0.39
*C*,C1CCCCC1,398,1,0.18
*C*,c1ccccc1,398,1,0.43
*C*,c1ccccc1,408,1,0.36
